Accession	GenbankAcc	Length	Taxid	ProjectID	TaxName	Replicon	Create Date	Update Date
NC_012472.1	CP001407.1	5269628	572264	59299	Bacillus cereus 03BB102	chromosome 	Mar 30 2009	Jun 10 2013  8:53:36:166PM
NC_012473.1	CP001406.1	179680	572264	59299	Bacillus cereus 03BB102	plasmid p03BB102_179	Mar 30 2009	Jun 10 2013  8:54:15:120PM
NC_012483.1	CP001472.1	4127356	240015	59127	Acidobacterium capsulatum ATCC 51196	chromosome 	Mar 30 2009	Aug 21 2013  4:53:29:713PM
NC_012488.1	FM242711.1	2912690	568819	59317	Listeria monocytogenes serotype 4b str. CLIP 80459	chromosome 	Apr 1 2009	Jun 10 2013  8:54:47:190PM
NC_012489.1	AP009153.1	4636964	379066	58813	Gemmatimonas aurantiaca T-27	chromosome 	Apr 1 2009	Jun 10 2013  8:55:07:043PM
NC_012490.1	AP008957.1	6516310	234621	59019	Rhodococcus erythropolis PR4	chromosome 	Apr 2 2009	Jul 25 2013 11:28:39:430PM
NC_012491.1	AP008955.1	6296436	358681	59175	Brevibacillus brevis NBRC 100599	chromosome 	Apr 2 2009	Jun 10 2013  8:55:43:650PM
NC_012520.1	AP011116.1	558192	632772	13791	Rhodococcus opacus B4	plasmid pROB01	Apr 3 2009	Jun 10 2013  8:55:59:676PM
NC_012521.1	AP011117.1	244997	632772	13791	Rhodococcus opacus B4	plasmid pROB02	Apr 3 2009	Jun 10 2013  8:56:02:473PM
NC_012522.1	AP011115.1	7913450	632772	13791	Rhodococcus opacus B4	chromosome 	Apr 3 2009	Jun 10 2013  8:56:44:983PM
NC_012523.1	AP011118.1	111160	632772	13791	Rhodococcus opacus B4	plasmid pKNR	Apr 2 2009	Jun  7 2013 11:45:59:246PM
NC_006969.2	AP011119.1	4367	632772	13791	Rhodococcus opacus B4	plasmid pKNR01	Apr 19 2005	Jun  7 2013 11:45:54:946PM
NC_006970.2	AP011120.1	2773	632772	13791	Rhodococcus opacus B4	plasmid pKNR02	Apr 17 2005	Jun  7 2013 11:45:56:193PM
NC_012526.1	CP001114.1	2819842	546414	58615	Deinococcus deserti VCD115	chromosome 	Apr 3 2009	Jun 10 2013  8:56:10:383PM
NC_012527.1	CP001115.1	324711	546414	58615	Deinococcus deserti VCD115	plasmid 1	Apr 3 2009	Jun 10 2013  8:56:20:683PM
NC_012528.1	CP001117.1	396459	546414	58615	Deinococcus deserti VCD115	plasmid 3	Apr 3 2009	Jun 10 2013  8:56:22:506PM
NC_012529.1	CP001116.1	314317	546414	58615	Deinococcus deserti VCD115	plasmid 2	Apr 3 2009	Jun 10 2013  8:56:24:523PM
NC_012552.1	AY862141.1	3471	633699	41735	Lactobacillus johnsonii FI9785	plasmid p9785S	Apr 10 2009	Jun  7 2013 11:52:54:703PM
NS_000196.1		243619	290434	58125	Borrelia garinii PBi	plasmid 	Apr 10 2009	Oct 22 2010 11:35:46:890AM
NC_012559.1	CP001154.1	3169329	557598	59265	Laribacter hongkongensis HLHK9	chromosome 	Apr 17 2009	Jun 10 2013  8:57:28:073PM
NC_012560.1	CP001157.1	5365318	322710	57597	Azotobacter vinelandii DJ	chromosome 	Apr 17 2009	Jun 10 2013  8:57:53:303PM
NS_000197.2		5964607	564065	32085	Ralstonia solanacearum MolK2	Chromosome scaffold un	Apr 15 2009	May 28 2010  1:51:15:836PM
NC_012563.1	CP001581.1	4155278	536232	59229	Clostridium botulinum A2 str. Kyoto	chromosome 	Apr 17 2009	Jun 10 2013  8:58:16:183PM
NC_012577.1	CP001214.1	94875	568206	59303	Bacillus anthracis str. CDC 684	plasmid pX02	Apr 27 2009	Jun  8 2013 12:04:17:910AM
NC_012578.1	CP001233.1	2892523	579112	59355	Vibrio cholerae M66-2	chromosome I	Apr 20 2009	Jun 10 2013  8:58:37:120PM
NC_012579.1	CP001216.1	181773	568206	59303	Bacillus anthracis str. CDC 684	plasmid pX01	Apr 27 2009	Jun 10 2013  8:59:11:620PM
NC_012580.1		1046382	579112	59355	Vibrio cholerae M66-2	chromosome II	Apr 27 2009	Jun 10 2013  8:59:14:680PM
NC_012581.1	CP001215.1	5230115	568206	59303	Bacillus anthracis str. CDC 684	chromosome 	Apr 27 2009	Jun 10 2013  8:59:41:426PM
NC_012586.1	CP000874.1	2430033	394	59081	Sinorhizobium fredii NGR234	plasmid pNGR234b	Apr 27 2009	Jun 27 2013  8:46:07:193PM
NC_012587.1	CP001389.1	3925702	394	59081	Sinorhizobium fredii NGR234	chromosome 	Apr 27 2009	Jun 27 2013  8:46:23:196PM
NC_012588.1	CP001400.1	2608832	427317	58849	Sulfolobus islandicus M.14.25	chromosome 	Apr 27 2009	Jun 27 2013  8:50:11:976PM
NC_012589.1	CP001399.1	2736272	429572	58871	Sulfolobus islandicus L.S.2.15	chromosome 	Apr 27 2009	Jun 10 2013  9:01:01:640PM
NC_012590.1	CP001601.1	2790189	548476	59409	Corynebacterium aurimucosum ATCC 700975	chromosome 	Apr 27 2009	Jun 10 2013  9:01:18:280PM
NC_012622.1	CP001403.1	2702058	439386	58923	Sulfolobus islandicus Y.G.57.14	chromosome 	May 7 2009	Aug 27 2013  9:33:45:493PM
NC_012623.1	CP001404.1	2812165	419942	58825	Sulfolobus islandicus Y.N.15.51	chromosome 	May 7 2009	Jun 10 2013  9:02:01:700PM
NC_012624.1	CP001405.1	42245	419942	58825	Sulfolobus islandicus Y.N.15.51	plasmid pYN01	Apr 29 2009	Jun  8 2013 12:10:09:883AM
NC_012625.1	FM865441.1	7493	813	59337	Chlamydia trachomatis	plasmid pSW4	Apr 29 2009	Jul 30 2013  4:10:39:356PM
NC_012626.1	FM865442.1	7471	813	59339	Chlamydia trachomatis	plasmid pSW5	Apr 29 2009	Jul 30 2013  4:14:06:140PM
NC_012627.1	FM865437.1	7502	813	59329	Chlamydia trachomatis	plasmid pCTB	Apr 29 2009	Jun  8 2013 12:10:13:193AM
NC_012629.1	FM865438.1	7506	580049	59331	Chlamydia trachomatis B/Jali20/OT	plasmid pJALI	Apr 29 2009	Jun  8 2013 12:10:13:966AM
NC_012630.1	FM865439.1	7169	813	59333	Chlamydia trachomatis	plasmid pSW2	Apr 29 2009	Jun  8 2013 12:10:14:403AM
NC_012631.1	FM865440.1	7502	813	59335	Chlamydia trachomatis	plasmid pSW3	Apr 29 2009	Jul 30 2013  3:59:30:396PM
NC_012632.1	CP001401.1	2692402	427318	58851	Sulfolobus islandicus M.16.27	chromosome 	May 7 2009	Jun 10 2013  9:02:16:413PM
NC_012633.1	CP001612.1	1278540	347255	58799	Rickettsia africae ESF-5	chromosome 	May 7 2009	Jun 10 2013  9:02:24:883PM
NC_012634.1	CP001613.1	12377	347255	58799	Rickettsia africae ESF-5	plasmid pRAF	Apr 29 2009	Jun  8 2013 12:10:16:863AM
NC_012654.1	CP001081.1	270022	515621	59173	Clostridium botulinum Ba4 str. 657	plasmid pCLJ	May 7 2009	Jun 10 2013  9:02:28:833PM
NC_012655.1	CP001597.1	94830	592021	59385	Bacillus anthracis str. A0248	plasmid pXO2	May 8 2009	Jun  8 2013 12:19:06:406AM
NC_012656.1	CP001599.1	181677	592021	59385	Bacillus anthracis str. A0248	plasmid pXO1	May 8 2009	Jun 10 2013  9:03:06:670PM
NC_012657.1	CP001082.1	9953	515621	59173	Clostridium botulinum Ba4 str. 657	plasmid pCLJ2	May 8 2009	Jun  8 2013 12:19:10:940AM
NC_012658.1	CP001083.1	3977794	515621	59173	Clostridium botulinum Ba4 str. 657	chromosome 	May 19 2009	Jun 10 2013  9:05:53:393PM
NC_012659.1	CP001598.1	5227419	592021	59385	Bacillus anthracis str. A0248	chromosome 	May 8 2009	Jun 10 2013  9:03:19:053PM
NC_012660.1	AM181176.4	6722539	216595	62971	Pseudomonas fluorescens SBW25	chromosome 	May 7 2009	Jun 10 2013  9:02:47:866PM
NC_012667.1	CP001486.1	1086784	593588	59387	Vibrio cholerae MJ-1236	chromosome 2	May 8 2009	Jun 10 2013  9:03:37:353PM
NC_012668.1	CP001485.1	3149584	593588	59387	Vibrio cholerae MJ-1236	chromosome 1	May 8 2009	Jun 10 2013  9:03:49:026PM
NC_012669.1	CP001618.1	4669183	471853	59047	Beutenbergia cavernae DSM 12333	chromosome 	May 8 2009	Jun 10 2013  9:04:13:756PM
NC_012673.1	CP001615.1	2999895	360911	59093	Exiguobacterium sp. AT1b	chromosome 	May 11 2009	Jun 10 2013  9:04:38:683PM
NC_012686.1	FM872308.1	1044352	580049	59351	Chlamydia trachomatis B/Jali20/OT	chromosome 	May 19 2009	Jun 10 2013  9:06:16:296PM
NC_012687.1	FM872307.1	1044282	672161	59349	Chlamydia trachomatis B/TZ1A828/OT	chromosome 	May 19 2009	Jun 10 2013  9:06:23:816PM
NC_012691.1	CP001616.1	3471292	595494	59395	Tolumonas auensis DSM 9187	chromosome 	May 19 2009	Jun 10 2013  9:06:39:710PM
NC_012704.1	CP001620.1	2446804	645127	59411	Corynebacterium kroppenstedtii DSM 44385	chromosome 	May 19 2009	Jun 10 2013  9:05:33:613PM
NC_012718.1	CP001506.1	141792	626418	59397	Burkholderia glumae BGR1	plasmid bglu_2p	May 24 2009	Jun  8 2013 12:37:07:803AM
NC_012720.2	CP001507.2	141067	626418	59397	Burkholderia glumae BGR1	plasmid bglu_3p	May 24 2009	Jun  8 2013 12:09:11:753PM
NC_012721.2	CP001504.2	2827333	626418	59397	Burkholderia glumae BGR1	chromosome 2	May 24 2009	Jun 11 2013 12:40:13:030AM
NC_012723.1	CP001505.1	133591	626418	59397	Burkholderia glumae BGR1	plasmid bglu_1p	May 24 2009	Jun  8 2013 12:37:10:586AM
NC_012724.2	CP001503.2	3906507	626418	59397	Burkholderia glumae BGR1	chromosome 1	May 25 2009	Jun 11 2013 12:40:26:753AM
NC_012725.2	CP001508.2	134346	626418	59397	Burkholderia glumae BGR1	plasmid bglu_4p	May 25 2009	Jun  8 2013 12:09:18:810PM
NC_012726.1	CP001402.1	2586647	426118	58841	Sulfolobus islandicus M.16.4	chromosome 	May 28 2009	Jun 10 2013  9:07:46:073PM
NC_012730.1	CP001227.1	1288492	562019	59301	Rickettsia peacockii str. Rustic	chromosome 	May 31 2009	Jun 10 2013  9:08:00:193PM
NC_012731.1	AP006725.1	5248520	484021	59073	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044	chromosome 	Jun 4 2009	Jun 10 2013  9:08:20:623PM
NC_012732.1	CP001228.1	26406	562019	59301	Rickettsia peacockii str. Rustic	plasmid pRPR	May 31 2009	Jun  8 2013 12:38:53:106AM
NC_012751.1	CP001277.1	2110331	572265	59289	Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum)	chromosome 	Jun 4 2009	Aug 28 2013  6:31:11:960PM
NC_012752.1	CP001278.1	59032	572265	59289	Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum)	plasmid pHD5AT	Jun 4 2009	Jun  8 2013 12:42:22:833AM
NC_012759.1	CP001396.1	4578159	595496	59391	Escherichia coli BW2952	chromosome 	Jun 4 2009	Aug 27 2013  9:34:07:480PM
NC_012778.1	CP001104.1	2144190	515620	59171	Eubacterium eligens ATCC 27750	chromosome 	Jun 5 2009	Jun 10 2013  9:09:28:900PM
NC_012779.1	CP001600.1	3812315	634503	59403	Edwardsiella ictaluri 93-146	chromosome 	Jun 5 2009	Jul 23 2013  8:29:14:690PM
NC_012780.1	CP001106.1	626744	515620	59171	Eubacterium eligens ATCC 27750	plasmid unnamed	Jun 5 2009	Jun 10 2013  9:09:42:450PM
NC_012781.1	CP001107.1	3449685	515619	59169	Eubacterium rectale ATCC 33656	chromosome 	Jun 5 2009	Jun 27 2013  8:30:53:943PM
NC_012782.1	CP001105.1	60455	515620	59171	Eubacterium eligens ATCC 27750	plasmid unnamed	Jun 5 2009	Jun  8 2013 12:44:33:793AM
NC_012785.1	CP001634.1	2302126	521045	59205	Kosmotoga olearia TBF 19.5.1	chromosome 	Jun 9 2009	Jun 10 2013  9:10:17:353PM
NC_012790.1	CP001640.1	10287	471223	59045	Geobacillus sp. WCH70	plasmid pWCH7002	Jun 11 2009	Jun  8 2013 12:49:23:303AM
NC_012791.1	CP001635.1	5626353	543728	59437	Variovorax paradoxus S110	chromosome 1	Jun 11 2009	Jun 10 2013  9:10:45:156PM
NC_012792.1	CP001636.1	1128644	543728	59437	Variovorax paradoxus S110	chromosome 2	Jun 11 2009	Jun 10 2013  9:11:12:670PM
NC_012793.1	CP001638.1	3464618	471223	59045	Geobacillus sp. WCH70	chromosome 	Jun 11 2009	Jun 10 2013  9:11:26:986PM
NC_012794.1	CP001639.1	33899	471223	59045	Geobacillus sp. WCH70	plasmid pWCH7001	Jun 11 2009	Jun  8 2013 12:55:08:550AM
NC_012795.1	AP010906.1	8867	573370	59309	Desulfovibrio magneticus RS-1	plasmid pDMC2	Jun 11 2009	Jun  8 2013 12:55:09:836AM
NC_012796.1	AP010904.1	5248049	573370	59309	Desulfovibrio magneticus RS-1	chromosome 	Jun 12 2009	Jun 10 2013  9:11:57:933PM
NC_012797.1	AP010905.1	58704	573370	59309	Desulfovibrio magneticus RS-1	plasmid pDMC1	Jun 11 2009	Jun  8 2013 12:55:13:770AM
NC_012803.1	CP001628.1	2501097	465515	59033	Micrococcus luteus NCTC 2665	chromosome 	Jun 15 2009	Jun 10 2013  9:12:22:300PM
NC_012804.1	CP001398.1	2045438	593117	59389	Thermococcus gammatolerans EJ3	chromosome 	Jun 17 2009	Jun 10 2013  9:12:46:426PM
NC_012806.1	FM864216.2	846214	572263	59325	Mycoplasma conjunctivae HRC/581	chromosome 	Jun 17 2009	Jun 10 2013  9:12:36:130PM
NC_012807.1	CP001512.1	44195	272630	57605	Methylobacterium extorquens AM1	plasmid p1META1	Jun 17 2009	Jun  8 2013  1:00:12:883AM
NC_012808.1	CP001510.1	5511322	272630	57605	Methylobacterium extorquens AM1	chromosome 	Jun 18 2009	Aug 27 2013  2:34:44:223AM
NC_012809.1	CP001513.1	37858	272630	57605	Methylobacterium extorquens AM1	plasmid p2META1	Jun 18 2009	Jun  8 2013  1:02:08:726AM
NC_012810.1	CP001514.1	24943	272630	57605	Methylobacterium extorquens AM1	plasmid p3META1	Jun 17 2009	Jun  8 2013  1:00:14:100AM
NC_012811.1	CP001511.1	1261460	272630	57605	Methylobacterium extorquens AM1	plasmid megaplasmid	Jun 18 2009	Aug 27 2013  2:35:10:306AM
NC_012814.1	CP001515.1	1938709	580050	59359	Bifidobacterium animalis subsp. lactis Bl-04	chromosome 	Jun 22 2009	Jun 10 2013  9:14:17:460PM
NC_012815.1	CP001606.1	1938483	555970	59357	Bifidobacterium animalis subsp. lactis DSM 10140	chromosome 	Jun 22 2009	Aug 27 2013  1:34:12:616PM
NC_012846.1	CP001562.1	2341328	634504	59405	Bartonella grahamii as4aup	chromosome 	Jun 20 2009	Jun 10 2013  9:13:51:843PM
NC_012847.1	CP001563.1	28192	634504	59405	Bartonella grahamii as4aup	plasmid pBGR3	Jun 20 2009	Jun  8 2013  1:03:45:350AM
NC_012848.1	CP001623.1	828924	395491	58991	Rhizobium leguminosarum bv. trifolii WSM1325	plasmid pR132501	Jun 22 2009	Jun 10 2013  9:14:06:170PM
NC_012849.1	CP001647.1	273136	428406	58859	Ralstonia pickettii 12D	plasmid pRp12D02	Jun 22 2009	Jun 10 2013  9:14:11:813PM
NC_012850.1	CP001622.1	4767043	395491	58991	Rhizobium leguminosarum bv. trifolii WSM1325	chromosome 	Jun 22 2009	Jun 10 2013  9:14:50:570PM
NC_012851.1	CP001648.1	51398	428406	58859	Ralstonia pickettii 12D	plasmid pRp12D03	Jun 22 2009	Jun  8 2013  1:07:28:206AM
NC_012852.1	CP001626.1	350312	395491	58991	Rhizobium leguminosarum bv. trifolii WSM1325	plasmid pR132504	Jun 22 2009	Jun 10 2013  9:15:08:620PM
NC_012853.1	CP001625.1	516088	395491	58991	Rhizobium leguminosarum bv. trifolii WSM1325	plasmid pR132503	Jun 22 2009	Jun 10 2013  9:15:15:480PM
NC_012854.1	CP001627.1	294782	395491	58991	Rhizobium leguminosarum bv. trifolii WSM1325	plasmid pR132505	Jun 22 2009	Jun 10 2013  9:15:19:450PM
NC_012855.1	CP001646.1	389779	428406	58859	Ralstonia pickettii 12D	plasmid pRp12D01	Jun 22 2009	Jun 10 2013  9:15:23:873PM
NC_012856.1	CP001644.1	3647724	428406	58859	Ralstonia pickettii 12D	chromosome 1	Jun 22 2009	Jun 10 2013  9:15:38:876PM
NC_012857.1	CP001645.1	1323321	428406	58859	Ralstonia pickettii 12D	chromosome 2	Jun 23 2009	Jun 10 2013  9:15:58:376PM
NC_012858.1	CP001624.1	660973	395491	58991	Rhizobium leguminosarum bv. trifolii WSM1325	plasmid pR132502	Jun 23 2009	Jun 10 2013  9:16:06:113PM
NC_012880.1	CP001654.1	4679450	579405	59363	Dickeya dadantii Ech703	chromosome 	Jun 26 2009	Jun 10 2013  9:16:23:736PM
NC_012881.1	CP001649.1	4289847	526222	59223	Desulfovibrio salexigens DSM 2638	chromosome 	Jun 29 2009	Jun 10 2013  9:16:48:083PM
NC_012883.1	CP001463.1	1845800	604354	59399	Thermococcus sibiricus MM 739	chromosome 	Jul 1 2009	Jun 10 2013  9:17:13:660PM
NC_012891.1	AP010935.1	2106340	486410	59103	Streptococcus dysgalactiae subsp. equisimilis GGS_124	chromosome 1	Jul 7 2009	Jun 27 2013  8:48:34:260PM
NC_012892.1	AM946981.1	4557041	511693	28965	Escherichia coli BL21	chromosome 	Jul 7 2009	Aug 27 2013  9:44:28:693PM
NC_012912.1	CP001655.1	4813854	561229	59297	Dickeya zeae Ech1591	chromosome 	Jul 7 2009	Jun 10 2013  9:17:47:340PM
NC_012913.1	CP001607.1	2313035	634176	59407	Aggregatibacter aphrophilus NJ8700	chromosome 	Jul 7 2009	Jun 10 2013  9:18:12:233PM
NC_012914.1	CP001656.1	7184930	324057	59021	Paenibacillus sp. JDR-2	chromosome 	Jul 7 2009	Jun 10 2013  9:18:44:056PM
NC_012915.1	AP010872.1	745590	476281	20927	Candidatus Ishikawaella capsulata Mpkobe	chromosome 	Jul 7 2009	Jul  7 2009  3:40:43:993PM
NC_012917.1	CP001657.1	4862913	561230	59295	Pectobacterium carotovorum subsp. carotovorum PC1	chromosome 	Jul 10 2009	Jun 10 2013  9:19:24:830PM
NC_012918.1	CP001661.1	4745806	443144	59037	Geobacter sp. M21	chromosome 	Jul 10 2009	Jun 10 2013  9:20:00:590PM
NC_012923.1	FM252033.1	24579	568814	59321	Streptococcus suis BM407	plasmid pBM407	Jul 13 2009	Jul 22 2013  6:18:54:236PM
NC_012924.1	FM252031.1	2095898	568813	59323	Streptococcus suis SC84	chromosome 	Jul 13 2009	Jun 10 2013  9:20:36:576PM
NC_012925.1	AM946016.1	2007491	218494	32235	Streptococcus suis P1/7	chromosome 	Jul 13 2009	Jun 10 2013  9:20:52:193PM
NC_012926.1	FM252032.1	2146229	568814	59321	Streptococcus suis BM407	chromosome 	Jul 13 2009	Jul 22 2013  7:06:25:400PM
NC_012943.1		4398250	478434	59069	Mycobacterium tuberculosis KZN 1435	chromosome 	Jul 14 2009	Jun 10 2013  9:22:20:326PM
NC_012947.1	CP001665.1	4570938	866768	59245	Escherichia coli 'BL21-Gold(DE3)pLysS AG'	chromosome 	Jul 13 2009	Jun 10 2013  9:21:35:583PM
NC_012960.1	CP001226.1	143795	573234	59311	Candidatus Hodgkinia cicadicola Dsem	chromosome 	Jul 14 2009	Jun  8 2013  1:32:26:640AM
NC_012961.1	FM162592.1	29330	291112	59243	Photorhabdus asymbiotica	plasmid pPAU1	Jul 14 2009	Jun  8 2013  1:34:22:593AM
NC_012962.1	FM162591.1	5064808	291112	59243	Photorhabdus asymbiotica	chromosome 	Jul 15 2009	Jun 10 2013  9:23:09:650PM
NC_012967.1	CP000819.1	4629812	413997	58803	Escherichia coli B str. REL606	chromosome 	Jul 17 2009	Aug 27 2013  9:34:27:743PM
NC_012968.1	CP001672.1	2547570	583345	59373	Methylotenera mobilis JLW8	chromosome 	Jul 15 2009	Jun 10 2013  9:23:37:906PM
NC_012969.1	CP001674.1	2995511	582744	59367	Methylovorus glucosetrophus SIP3-4	chromosome 	Jul 15 2009	Jun 10 2013  9:24:06:006PM
NC_012970.1	CP001675.1	76680	582744	59367	Methylovorus glucosetrophus SIP3-4	plasmid pMsip01	Jul 15 2009	Jun  8 2013  1:39:45:120AM
NC_012972.1	CP001676.1	9816	582744	59367	Methylovorus glucosetrophus SIP3-4	plasmid pMsip02	Jul 16 2009	Jun  8 2013  1:39:46:800AM
NC_012973.1	FM991728.1	1576758	592205	59415	Helicobacter pylori B38	chromosome 	Jul 28 2009	Jun 10 2013  9:26:57:823PM
NC_012982.1	CP001678.1	3455622	582402	59365	Hirschia baltica ATCC 49814	chromosome 	Jul 19 2009	Jun 10 2013  9:25:15:606PM
NC_012983.1	CP001679.1	84492	582402	59365	Hirschia baltica ATCC 49814	plasmid pHbal01	Jul 19 2009	Jun  8 2013  1:43:08:366AM
NC_012984.1	CP001617.1	3197759	644042	59361	Lactobacillus plantarum JDM1	chromosome 	Jul 22 2009	Aug 27 2013  7:12:41:776PM
NC_012985.3	CP001677.5	1227328	537021	59227	Candidatus Liberibacter asiaticus str. psy62	chromosome 	Jul 28 2009	Jun 11 2013 12:53:41:963AM
NC_012987.1	FP103043.1	141504	661410	61617	Methylobacterium extorquens DM4	plasmid p1METDI	Jul 22 2009	Jun  8 2013  1:45:15:430AM
NC_012988.1	FP103042.2	5943768	661410	61617	Methylobacterium extorquens DM4	chromosome 	Jul 22 2009	Aug 27 2013  9:34:49:076PM
NC_012989.1	FP103044.1	38579	661410	61617	Methylobacterium extorquens DM4	plasmid p2METDI	Jul 22 2009	Jun  8 2013  1:47:11:676AM
NC_012997.1	CP001614.2	5193164	377629	59267	Teredinibacter turnerae T7901	chromosome 	Jul 28 2009	Jun 10 2013  9:27:17:716PM
NC_013008.1	CP001368.1	5528136	544404	59235	Escherichia coli O157:H7 str. TW14359	chromosome 	Jul 28 2009	Aug 27 2013  9:35:12:713PM
NC_013009.1	CP001431.1	879977	434131	58889	Neorickettsia risticii str. Illinois	chromosome 	Jul 28 2009	Jun 10 2013  9:28:27:943PM
NC_013010.1	CP001369.1	94601	544404	59235	Escherichia coli O157:H7 str. TW14359	plasmid pO157	Jul 23 2009	Jun  8 2013  1:47:19:066AM
NC_013016.1	AM889136.1	2145295	662598	61649	Neisseria meningitidis alpha14	chromosome 	Jul 28 2009	Jun 10 2013  9:28:39:613PM
NC_013037.1	CP001619.1	6967790	471854	59049	Dyadobacter fermentans DSM 18053	chromosome 	Aug 3 2009	Jun 10 2013  9:29:17:030PM
NC_013061.1	CP001681.1	5167383	485917	59111	Pedobacter heparinus DSM 2366	chromosome 	Aug 6 2009	Jun 10 2013  9:30:07:436PM
NC_013062.1	CP001673.1	2768102	531844	59413	Flavobacteriaceae bacterium 3519-10	chromosome 	Aug 6 2009	Jun 10 2013  9:30:42:286PM
NC_013093.1	CP001630.1	8248144	446462	58951	Actinosynnema mirum DSM 43827	chromosome 	Aug 21 2009	Jun 10 2013  9:36:05:636PM
NC_013118.1	CP001579.1	1220319	568815	59319	Brucella microti CCM 4915	chromosome 2	Aug 18 2009	Jun 10 2013  9:34:39:710PM
NC_013119.1	CP001578.1	2117050	568815	59319	Brucella microti CCM 4915	chromosome 1	Aug 21 2009	Jun 10 2013  9:35:09:103PM
NC_013123.1	CP001605.1	276984	595499	59393	Candidatus Sulcia muelleri SMDSEM	chromosome 	Aug 21 2009	Jun 10 2013  9:35:21:550PM
NC_013124.1	CP001631.1	2158157	525909	59215	Acidimicrobium ferrooxidans DSM 10331	chromosome 	Aug 21 2009	Jun 10 2013  9:35:33:310PM
NC_013131.1	CP001700.1	10467782	479433	59077	Catenulispora acidiphila DSM 44928	chromosome 	Aug 21 2009	Jun 27 2013  8:22:16:646PM
NC_013132.1	CP001699.1	9127347	485918	59113	Chitinophaga pinensis DSM 2588	chromosome 	Aug 23 2009	Jun 10 2013  9:38:34:363PM
NC_013156.1	CP001696.1	1485061	573064	59347	Methanocaldococcus fervens AG86	chromosome 	Aug 28 2009	Jun 10 2013  9:39:19:143PM
NC_013157.1	CP001697.1	22190	573064	59347	Methanocaldococcus fervens AG86	plasmid pMEFER01	Aug 28 2009	Jun  8 2013  2:13:25:416AM
NC_013158.1	CP001687.1	3116795	519442	59189	Halorhabdus utahensis DSM 12940	chromosome 	Sep 1 2009	Jun 10 2013  9:42:22:903PM
NC_013159.1	CP001683.1	4308349	471857	59055	Saccharomonospora viridis DSM 43017	chromosome 	Sep 1 2009	Jun 10 2013  9:42:54:510PM
NC_013160.1	CP001702.1	75678	395962	59143	Cyanothece sp. PCC 8802	plasmid pP880201	Aug 29 2009	Jun 10 2013  9:39:35:700PM
NC_013161.1	CP001701.1	4669813	395962	59143	Cyanothece sp. PCC 8802	chromosome 	Sep 1 2009	Jun 10 2013  9:43:31:953PM
NC_013162.1	CP001632.1	2612925	521097	59197	Capnocytophaga ochracea DSM 7271	chromosome 	Aug 29 2009	Jun 10 2013  9:39:48:116PM
NC_013163.1	CP001703.1	23870	395962	59143	Cyanothece sp. PCC 8802	plasmid pP880202	Sep 1 2009	Jun  8 2013  2:20:12:823AM
NC_013164.1	CP001709.1	115566	525919	59219	Anaerococcus prevotii DSM 20548	plasmid pAPRE01	Aug 29 2009	Jun  8 2013  2:14:15:923AM
NC_013165.1	CP001684.1	3165038	471855	59051	Slackia heliotrinireducens DSM 20476	chromosome 	Sep 1 2009	Jun 10 2013  9:44:06:740PM
NC_013166.1	CP001707.1	2852073	523791	59209	Kangiella koreensis DSM 16069	chromosome 	Aug 29 2009	Jun 10 2013  9:40:12:626PM
NC_013167.1	CP001704.1	22723	395962	59143	Cyanothece sp. PCC 8802	plasmid pP880203	Aug 29 2009	Jun  8 2013  2:14:52:806AM
NC_013168.1	CP001705.1	11263	395962	59143	Cyanothece sp. PCC 8802	plasmid pP880204	Aug 29 2009	Jun  8 2013  2:14:53:453AM
NC_013169.1	CP001686.1	2785024	478801	59071	Kytococcus sedentarius DSM 20547	chromosome 	Aug 29 2009	Jun 10 2013  9:40:45:093PM
NC_013170.1	CP001682.1	1617804	469378	59041	Cryptobacterium curtum DSM 15641	chromosome 	Aug 29 2009	Jun 10 2013  9:41:05:470PM
NC_013171.1	CP001708.1	1883067	525919	59219	Anaerococcus prevotii DSM 20548	chromosome 	Sep 1 2009	Jun 10 2013  9:44:31:816PM
NC_013172.1	CP001643.1	3614992	446465	58649	Brachybacterium faecium DSM 4810	chromosome 	Sep 1 2009	Jun 27 2013  8:18:41:986PM
NC_013173.1	CP001629.1	3942657	525897	59217	Desulfomicrobium baculatum DSM 4028	chromosome 	Aug 29 2009	Jun 10 2013  9:41:30:156PM
NC_013174.1	CP001706.1	2749646	471856	59053	Jonesia denitrificans DSM 20603	chromosome 	Aug 29 2009	Jun 10 2013  9:41:55:983PM
NC_013190.1	CP001717.1	42325	522306	59207	Candidatus Accumulibacter phosphatis clade IIA str. UW-1	plasmid pAph02	Sep 1 2009	Jun  8 2013  2:22:17:226AM
